Text,Main_Class,Sub_Class,scam,link
THREE GROUND RULES FOR DISCUSSION,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_57_/
VACCINE MAKERS ARE IMMUNE FROM LIABILITY,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_57_/
"First National Childhood Vaccine Injury Act, PREP Act,",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_57_/
THE CHECKERED PAST OF THE VACCINE COMPANIES,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_57_/
Never Moderna Johnson Johnson).,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_57_/
"Are Pfizer, Astra Zeneca).",Market,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_57_/
"Fake Tests, Fake Bodies, Fake Pandemic: All Keep People Fear",Market,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_71_/
"Fake Tests, Fake Bodies, Fake Pandemic: All Keep People Fear",Market,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_71_/
"Fake Tests, Fake Bodies, Fake Pandemic: All Keep People Fear",Market,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_71_/
"As We Brave New World COVID-1984. We War Bioterror, PCR There It",Market,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_71_/
Share Knowledge Once Self-respect The NWO,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_71_/
It Democrats President Trump Administration Americans.,Market,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_53_/
Declaring President Trump Politico He US,Market,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_53_/
"Swords Into Plowshares... Paul, Ron Best Price: Buy New EST Details) State The Champaign, Illinois, The Ohio",Market,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_53_/
"The Trump Administration Anthony Fauci, National Institute Allergy Infectious Diseases National Institutes Health. Fauci He Congress",Market,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_53_/
"On Face Nation, Fauci Right I He",Market,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_53_/
Over A United States? By Where’s,Market,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_53_/
If Fauci The The Walmart Costco,Market,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_53_/
The The Atlantic Council NATO Article COVID-19 Are,Market,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_53_/
That Without Those But Government When,Market,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_53_/
Vaccine Passports: One Passport Rule Them All,Market,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_45_/
Vaccine Passports: One Passport Rule Them All,Market,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_45_/
"Fortune Big Pharma, Big Tech?",Market,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_45_/
Vaccine Passports: One Passport Rule Them All,Market,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_45_/
THE STORY: Vaccine They,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_45_/
THE IMPLICATIONS: If COVID,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_45_/
"Vaccine Operation Coronavirus, COVID The",Market,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_45_/
Re: Vaccine Passports: One Passport Rule Them All,Market,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_45_/
Re: Vaccine Passports: One Passport Rule Them All,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_45_/
"Well, It WILL They DEMORALISE",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_45_/
This PRETENDS PROTECT We're,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_45_/
"Also, Stalin, Mao VISIBLE",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_45_/
Re: Vaccine Passports: One Passport Rule Them All,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_45_/
Silent Thought Wed Apr,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_45_/
"Over I NWO The Eugenics Society, Freemasons/ Illuminati Population Part I Achilles A Solar",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion_45_/
“vaccines” have no assurance that they will be safe from Covid-19,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
At best people who take part in this ongoing clinical trial develop antibodies,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"At best people who take part in this ongoing clinical trial develop antibodies that wear off after 3-6 months, ",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
uncommon general mask use,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
some degree of social distancing,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
The recommendation to wear surgical masks to supplement other public health measures did not reduce the SARS-CoV-2,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Limitation: Inconclusive results,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Limitation: missing data,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Limitation:variable adherence,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"Limitation: patient-reported findings on home tests, no blinding",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Smell Covid-19,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
no assessment of whether masks could decrease disease transmission from mask wearers to others.,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Will corrupt politicians,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"CEOs, govts see more opportunities to exploit us?",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"What is in the fine print of their vaccines? Microchips, altered-DNA?",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"Fortune Big Pharma, Big Tech?",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
What is in the fine print of their vaccines?,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
covert trade-bio war,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
only the most retarded of retarded sheep can believe this hoax and accept being injected,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
with whatever that shit theyre,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
calling a vaccine is,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
rational free-thinking people and OUTNUMBER,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
imagine what a democratic classroom,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
has been pursued over the years,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
children and the mentally disabled are already barred from voting for this very reasonwhat if the vacine passport is a trick to stamp out retards,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
world where politicians are unable to buy votes,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
are accountable to a free-thinking and critical voting block,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"I mean imagine a world where we can finally unite without these imbeciles, where they have absolutely no political power",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
private corporation than it does a public health,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"Gates holds an incredible amount of sway over decisions made at the WHO, which impact most countries",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"Gates holds an incredible amount of sway over decisions made at the WHO, which impact most countries",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"Dr. Stückelberger explains that Gates holds immunity in Switzerland where such deals are made, as does GAVI, and has repeatedly tried to become his own “member state” in the eyes of the WHO – though it is unclear if he was ever actually voted in as such.",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
What is in the fine print of their vaccines?,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
which caused the blood clots in her brain,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Coroner Karen Dilks Shaw Astra Zeneca Covid,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
vaccine-induced thrombotic thrombocytopenia,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
were suffered as a result of vaccination,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Lethal Moderna Vaccine,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
the sign of pressure from COVID hospitalizations,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
face mask while using any form of public transportation,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"At the University of Pennsylvania, they’re now learning to smell the coronavirus.",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
We Need 98% Vaccination Rate,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"“About 23% haven’t gotten any shots, and that distinct minority is causing an awful lot of damage for the rest of the country,” he said.",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
“vaccines” have no assurance that they will be safe from Covid-19,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"At best people who take part in this ongoing clinical trial develop antibodies that wear off after 3-6 months, ",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
uncommon general mask use,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
some degree of social distancing,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
The recommendation to wear surgical masks to supplement other public health measures did not reduce the SARS-CoV-2,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Limitation: Inconclusive results,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Limitation: missing data,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Limitation:variable adherence,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"Limitation: patient-reported findings on home tests, no blinding",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Smell Covid-19,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
no assessment of whether masks could decrease disease transmission from mask wearers to others.,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Will corrupt politicians,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"CEOs, govts see more opportunities to exploit us?",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"What is in the fine print of their vaccines? Microchips, altered-DNA?",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
these morons are literally handing you all the data that tells you there is no pandemic,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"while telling you theres a pandemic, theyre getting retard celebrities to push vaccines using almost childlike propaganda while simultaneously posting an endless stream of vaccine deaths and injuries",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
its almost like its a test,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
only the most retarded of retarded sheep can believe this hoax and accept being injected,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
with whatever that shit theyre,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
rational free-thinking people and OUTNUMBER,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
imagine what a democratic classroom,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
has been pursued over the years,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
children and the mentally disabled are already barred from voting for this very reasonwhat if the vacine passport is a trick to stamp out retards,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
world where politicians are unable to buy votes,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
are accountable to a free-thinking and critical voting block,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"I mean imagine a world where we can finally unite without these imbeciles, where they have absolutely no political power",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
followers of the covid cult will be at the mercy of future generations,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Green Terrorism,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
private corporation than it does a public health,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"Gates holds an incredible amount of sway over decisions made at the WHO, which impact most countries",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"Gates holds an incredible amount of sway over decisions made at the WHO, which impact most countries",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"Dr. Stückelberger explains that Gates holds immunity in Switzerland where such deals are made, as does GAVI, and has repeatedly tried to become his own “member state” in the eyes of the WHO – though it is unclear if he was ever actually voted in as such.",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
What is in the fine print of their vaccines?,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
which caused the blood clots in her brain,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Coroner Karen Dilks Shaw Astra Zeneca Covid,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
vaccine-induced thrombotic thrombocytopenia,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
were suffered as a result of vaccination,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Lethal Moderna Vaccine,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Master Fauci Says Forced Vaccinations are Coming,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"I would prefer, and we all would prefer that people would be voluntarily getting vaccinated",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"but if they're not gonna do that, sometimes you've got to do things that are unpopular, but that clearly supersede individual choices",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
I would prefer that girls would be voluntarily getting fucked,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
but if they’re not going to do that sometimes to do things that are unpopular clearly supersede individual choices,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Doctors for COVID Ethics,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
the jewish elites are gonna mass murder 5 billion of us with vaccines,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
the jewish satanic synagog of babylonian child sacrifice cult is behind the vaccine genocide done on a billion count scale to exterminate everyone except the jewish cult of supremacist,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Now to cover up all of this jewish evil shit,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
the zionist babylonain elites have decided to throw you all offguard and introduce some plandemiced distraction to keep you all separated,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
masked up and injected with toxic shit that will eventually but slowely destroy your immune system and render you forever dependent on booster shots until YOU ARE DEAD.,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
These jewish elites have been killing murdering and silencing all whistle blowers,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"well, i can keep talking about mentioning so many names like isaac kappy that got himself suicided just recently but you get the assassinations point, right?",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"jews are mass murderers, the jews are the bolsheviks that did",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"the holodomor that you never hear about in the jewish media, the jews are the nazis that mass murdered all the european christians, the jewish mossad did 9/11 and blamed it on the arabs, etc etc",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"THE JEWS ARE THE EVIL OF THIS WORLD, THE JEW PRACTICE USURY AND DESTROY ALL ECONOMIES WORLD WIDE, THE JEWS CONTROL ALL RELIGIONS,",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"jews are waiting for their moshiach,,, well, the muslims are waiting for a madhi, the christians are waiting for a second coming, etc etc",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"THe police are all freemasons working to protect the jewish central banking elites, against YOU the labor slave people of this earth.",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"You are all so stupid to keep participating in their jewish evil cult, be it the jewish usury economy, or the education indoctrination school camps, ther corporate media or the pharma mafia, evrything in this world is controlled and owned by the jewish elites.",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Including the 5G wireless torture weapons systems that are being built everywhere around the world to make you all sick and punish you at a distance whenever you disobey the jewish elites and their insane nwo genocide agenda.,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"DESTROY THIS SYSTEM! ATTACK ALL GOVTS, BANKS, POLITICS, POLICE, MILITARY, THEY ALL WORK FOR THE ELITES AND ARE GOING TO MASS MURDER ALL OF YOU!!!",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
All the elites are: the central usury based fractional reserve,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"interest debt banking, the pedovore satanist politicians, the angels of death doctors and surgeons involved with organ",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
the mossad controlled intelligence agencies and gang stalking,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"sacrificing devil worshippers has been playing on us for hundreds of years, if not thousands of years.",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
The jewish cult of pedos and baby killers,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"has survived on this earth, slaving whites, blacks, asians arabs, it doesnt matter what your skin color is, you will always be a GOY to the jews.",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
GOY means you are less than a filthy dog to the jews and their talmud allows for jews to kill all goys.,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"you are living the final stages of their arrival of their moshiach, who is lucifer the god of the jews, satan.",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"to bring about his jewish world order, you and your children must all DIE from the vaccines, the vaccine is a genocide weapon, that the jewish dr mengele would be proud of.",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"the jewish cult of babylonian jesuit zionist royal elites has been here since babylonian times and they have been worshipping the gods moloch, baal, satan, all kinds of demons of perversion and pedofilia has been summoned into this world by these elite jews.",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"you are all going to die, your food supplies are poisoned, so is your drinking water, and your skies have all been sprayed with heavy metals, toxines and carcinogenics.",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
this is operation extinction from resident evil.,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
you are living it and experiencing your own EXTINCTION LEVEL EVENT.,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
the jewish elites are gonna mass murder 5 billion of us with vaccines,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
i also want the drugs you are taking! but you must reduce the dose or smoke weed insted,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
because you wrote a huge pile of bullshit,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Vaccines Can Produce Stronger Versions of Viruses,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
‘Leaky’ Vaccines Can Produce Stronger Versions of Viruses,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"By studying chickens, researchers say they have proven the theory that more virulent viruses can evolve from so-called “leaky” vaccines.",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
The current debate over vaccinating toddlers is small potatoes compared to the potential risks of using “leaky” vaccines to prevent disease.,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
